ProductId	Name	Description	ProductTypeId	Active	Visible	Removable	ShortName	Sku	IsDefault	InvalidProductId	InvalidSku	ReplacementProductId	ReplacementSku	ProdType	CanOnlyHaveOneProductPerType	MaxQuantityPerProduct
UnlimitedText	Unlimited Text Messages	Unlimited Text Messages	8	TRUE	TRUE	TRUE	Unlimited	GC318A-02	FALSE	700Text	GC302A-02	NULL	NULL	Text	TRUE	NULL
UnlimitedText	Unlimited Text Messages	Unlimited Text Messages	8	TRUE	TRUE	TRUE	Unlimited	GC318A-02	FALSE	700Text	GC314A-02	NULL	NULL	Text	TRUE	NULL
UnlimitedText	Unlimited Text Messages	Unlimited Text Messages	8	TRUE	TRUE	TRUE	Unlimited	SIMTXTFREE2	TRUE	10CentText	GC320A-02	NULL	NULL	Text	TRUE	NULL
UnlimitedText	Unlimited Text Messages	Unlimited Text Messages	8	TRUE	TRUE	TRUE	Unlimited	SIMTXTFREE2	TRUE	10CentText	SIMTXT10CENTS2	NULL	NULL	Text	TRUE	NULL
UnlimitedText	Unlimited Text Messages	Unlimited Text Messages	8	TRUE	TRUE	TRUE	Unlimited	SIMTXTFREE2	TRUE	1250Text	GC303A-02	NULL	NULL	Text	TRUE	NULL
UnlimitedText	Unlimited Text Messages	Unlimited Text Messages	8	TRUE	TRUE	TRUE	Unlimited	SIMTXTFREE2	TRUE	1250Text	GC315A-02	NULL	NULL	Text	TRUE	NULL
UnlimitedText	Unlimited Text Messages	Unlimited Text Messages	8	TRUE	TRUE	TRUE	Unlimited	SIMTXTFREE2	TRUE	2500Text	GC305A-02	NULL	NULL	Text	TRUE	NULL
UnlimitedText	Unlimited Text Messages	Unlimited Text Messages	8	TRUE	TRUE	TRUE	Unlimited	SIMTXTFREE2	TRUE	2500Text	GC316A-02	NULL	NULL	Text	TRUE	NULL
UnlimitedText	Unlimited Text Messages	Unlimited Text Messages	8	TRUE	TRUE	TRUE	Unlimited	SIMTXTFREE2	TRUE	300Text	GC304A-02	NULL	NULL	Text	TRUE	NULL
UnlimitedText	Unlimited Text Messages	Unlimited Text Messages	8	TRUE	TRUE	TRUE	Unlimited	SIMTXTFREE2	TRUE	300Text	GC313A-02	NULL	NULL	Text	TRUE	NULL
UnlimitedText	Unlimited Text Messages	Unlimited Text Messages	8	TRUE	TRUE	TRUE	Unlimited	SIMTXTFREE2	TRUE	700Text	GC302A-02	NULL	NULL	Text	TRUE	NULL
UnlimitedText	Unlimited Text Messages	Unlimited Text Messages	8	TRUE	TRUE	TRUE	Unlimited	SIMTXTFREE2	TRUE	700Text	GC314A-02	NULL	NULL	Text	TRUE	NULL
